Longitude,Latitude,Station Name,Climate ID,Date/Time,Year,Month,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow Grnd Last Day (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),GeoUID,Region.Name,provincename
-78.28,48.8,LAC BERRY,709CEE9,2020-08-01,2020,8,21.593548387096774,8.661290322580646,,29.0,-1.0,65.6,0.0,65.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-09-01,2020,9,16.103333333333335,5.38,,22.0,-6.0,98.9,0.0,98.9,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-10-01,2020,10,5.932258064516129,-3.096774193548387,,14.0,-21.5,52.1,31.0,67.1,10.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-11-01,2020,11,2.993333333333333,-4.62,,19.0,-20.5,0.0,6.5,3.0,10.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-12-01,2020,12,-6.432258064516129,-15.787096774193548,,3.1,-40.0,0.0,23.5,23.5,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-01-01,2021,1,-7.538709677419354,-16.125806451612902,,0.0,-35.0,0.0,17.5,17.5,50.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-02-01,2021,2,-7.128571428571428,-23.710714285714285,,2.0,-37.0,0.0,1.5,1.5,46.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-03-01,2021,3,1.3580645161290321,-11.919354838709678,,14.0,-32.0,0.4,4.0,4.4,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-04-01,2021,4,11.44,-3.8800000000000003,,24.5,-15.5,9.6,3.0,12.600000000000001,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-05-01,2021,5,17.270967741935483,0.9483870967741935,,30.0,-8.7,52.6,0.0,52.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-06-01,2021,6,22.25,8.103333333333333,,32.0,-2.1,73.1,0.0,73.1,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-07-01,2021,7,22.43548387096774,8.264516129032257,,28.0,-1.5,88.8,0.0,88.8,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-08-01,2021,8,24.212903225806453,11.470967741935485,,31.5,1.1,52.4,0.0,52.4,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-09-01,2021,9,16.06,6.4,,24.5,-1.2,116.0,0.0,116.0,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-10-01,2021,10,13.03225806451613,2.574193548387097,,22.5,-6.0,37.6,0.0,37.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-11-01,2021,11,0.6666666666666666,-5.316666666666666,,11.5,-14.5,0.0,4.5,4.5,12.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2021-12-01,2021,12,-6.22258064516129,-17.774193548387096,,7.9,-33.0,0.0,27.5,27.5,33.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-01-01,2022,1,-14.838709677419354,-29.580645161290324,,-3.0,-44.0,0.0,10.0,10.0,59.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-02-01,2022,2,-10.475,-26.34642857142857,,2.0,-41.5,0.0,22.5,22.5,85.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-03-01,2022,3,-1.8129032258064517,-14.396774193548387,,6.5,-36.0,0.0,26.5,21.5,88.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-04-01,2022,4,5.953333333333333,-4.680000000000001,,14.2,-16.5,0.0,7.0,7.0,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-05-01,2022,5,18.77741935483871,4.077419354838709,,30.5,-6.5,60.2,0.0,60.2,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-06-01,2022,6,21.6,8.253333333333334,,28.0,-0.5,133.6,0.0,133.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-07-01,2022,7,23.287096774193547,10.16451612903226,,30.0,-1.4,120.6,0.0,120.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2022-08-01,2022,8,22.962962962962962,10.222222222222221,,28.5,1.5,49.6,0.0,49.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
